Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
2877,0,50,507.7716021992565
684,0,50,257.0175091311874
816,0,50,4.242640687119285
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
2877,0,50,507.7716021992565
684,0,50,257.0175091311874
816,0,50,4.242640687119285
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
11785,0,50,193.06216615380654
619,0,50,316.1550252645053
752,0,50,17.26267650163207
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
11785,0,50,193.06216615380654
619,0,50,316.1550252645053
752,0,50,17.26267650163207
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
1311,0,50,463.89654018972806
724,0,50,317.2270480271189
352,0,50,174.91712323268982
639,0,50,271.55294143131647
630,0,50,198.71587757398754
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
482,0,40,206.47518010647187
530,0,40,228.84492565927695
382,0,40,160.5615146914104
442,0,40,193.3726971420733
423,0,40,160.41508657230466
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
2517,0,50,445.55807702251343
5492,0,50,288.8390555309306
358,0,50,7.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
2306,0,30,176.0
2429,0,30,169.0
870,0,30,1.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
Time,Misses,Width,Distance
3852,0,50,475.5207671595427
748,0,50,323.18725222384626
630,0,50,32.55764119219941
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
548,0,36,453.00993366591865
460,0,36,410.0597517435721
554,0,36,53.600373133029585
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
492,0,27,292.00171232374646
546,0,27,304.00164473239283
754,0,27,7.0
Time,Misses,Width,Distance
3513,0,50,458.18773444953763
494,1,50,289.0432493589843
84,1,50,0.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
506,3,58,613.2087735836792
453,4,58,529.6885877569952
78,4,58,0.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
497,6,41,571.2530087448117
470,7,41,566.5086054068375
91,7,41,3.0
Time,Misses,Width,Distance
2858,0,50,445.4256391363209
480,0,50,277.5103601669675
628,0,50,20.248456731316587
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
1128,2,21,527.3423935167739
907,2,21,523.0955935581947
641,2,21,18.439088914585774
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
9382,0,50,800.1562347441904
561,1,50,322.6840560052511
71,1,50,10.816653826391969
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
604,5,50,420.01904718714843
555,6,50,457.13236595104485
80,6,50,17.029386365926403
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
448,8,60,184.0244548966251
310,9,60,230.07824755939012
102,9,60,47.29693436154187
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
489,13,25,374.0013368960063
459,14,25,386.10490802371316
117,14,25,22.20360331117452
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
375,16,54,329.0379917273992
432,17,54,385.0012986991083
92,17,54,35.90264614203248
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
723,19,36,476.5553483069936
476,20,36,452.2488253163296
97,20,36,20.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
420,22,44,478.0010460239601
455,23,44,488.0368838520302
91,23,44,9.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
270,27,56,192.00260414900626
308,28,56,222.00900882621858
812,31,56,27.459060435491963
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
16967,0,50,547.1535433495793
597,0,50,338.3208536286228
480,0,50,285.41373477812874
457,0,50,289.38555596297476
506,0,50,244.60784942433878
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
909,1,31,310.53663229963706
606,1,31,326.49655434629017
883,2,31,322.23283507426737
758,3,31,324.82918588082566
1452,4,31,311.07876816009156
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
833,4,52,497.2051890316512
955,4,52,512.7260477096906
672,4,52,493.10647937337023
728,4,52,448.37149775604604
1542,5,52,480.71301209765477
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
875,5,25,350.2813155165431
776,5,25,360.8171281965422
997,5,25,381.0577384071868
977,6,25,370.80048543657546
668,6,25,375.4317514542424
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
1088,0,50,506.62806870523866
521,0,50,328.10059433045836
412,0,50,279.46556138458277
465,0,50,271.9503631179778
400,0,50,289.2075379377239
456,0,50,309.4721312170128
1032,1,50,283.7780823108085
430,1,50,315.2427635965654
438,1,50,296.84002425549016
422,1,50,276.72549575346324
386,1,50,263.28691574022434
420,1,50,260.71632093139084
Time,Misses,Width,Distance
1620,0,50,479.5101667326773
547,0,50,302.0
446,0,50,278.7418160233588
461,0,50,264.6828290615015
403,0,50,268.1510768205118
493,0,50,308.3261260418909
998,2,50,340.57745080965066
479,2,50,289.67568071897233
434,2,50,265.36390108679063
489,2,50,275.7535131235865
363,2,50,276.4814641164937
485,2,50,316.3953223421611
415,2,50,303.48805577814755
448,2,50,274.8817927764587
1008,3,50,294.15982050579237
440,3,50,308.13146544940844
388,3,50,266.9082239272518
408,3,50,262.9923953273174
492,3,50,290.2447243275922
Time,Misses,Width,Distance
7566,0,50,475.94642555649057
765,1,50,283.17662332897464
97,1,50,6.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
Time,Misses,Width,Distance
5046,0,50,446.06725950242077
497,1,50,323.0479840519052
80,1,50,0.0
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
#,#,#,#,#,#,#,#,#,#,#,#,#,#,#
578,5,31,374.1082730975085
478,6,31,355.1140661815581
100,6,31,0.0
